"experiment","ensemble","model","year","TXx"
"historical","r21i1p1f1","CanESM5",1975,83.88158
"historical","r21i1p1f1","CanESM5",1976,89.234528
"historical","r21i1p1f1","CanESM5",1977,88.012472
"historical","r21i1p1f1","CanESM5",1978,84.2498600000001
"historical","r21i1p1f1","CanESM5",1979,83.38865
"historical","r21i1p1f1","CanESM5",1980,76.70561
"historical","r21i1p1f1","CanESM5",1981,88.3715
"historical","r21i1p1f1","CanESM5",1982,87.615914
"historical","r21i1p1f1","CanESM5",1983,80.417336
"historical","r21i1p1f1","CanESM5",1984,86.50094
"historical","r21i1p1f1","CanESM5",1985,81.765194
"historical","r21i1p1f1","CanESM5",1986,88.0215260000001
"historical","r21i1p1f1","CanESM5",1987,87.0791720000001
"historical","r21i1p1f1","CanESM5",1988,88.5419600000001
"historical","r21i1p1f1","CanESM5",1989,86.2178000000001
"historical","r21i1p1f1","CanESM5",1990,84.95978
"historical","r21i1p1f1","CanESM5",1991,86.92268
"historical","r21i1p1f1","CanESM5",1992,83.93018
"historical","r21i1p1f1","CanESM5",1993,77.786276
"historical","r21i1p1f1","CanESM5",1994,86.7322760000001
"historical","r21i1p1f1","CanESM5",1995,82.54778
"historical","r21i1p1f1","CanESM5",1996,79.98368
"historical","r21i1p1f1","CanESM5",1997,91.055246
"historical","r21i1p1f1","CanESM5",1998,87.1837700000001
"historical","r21i1p1f1","CanESM5",1999,85.3106
"historical","r21i1p1f1","CanESM5",2000,84.926012
"historical","r21i1p1f1","CanESM5",2001,76.692812
"historical","r21i1p1f1","CanESM5",2002,81.162374
"historical","r21i1p1f1","CanESM5",2003,81.6891800000001
"historical","r21i1p1f1","CanESM5",2004,83.18786
"historical","r21i1p1f1","CanESM5",2005,87.18566
"historical","r21i1p1f1","CanESM5",2006,80.6457200000001
"historical","r21i1p1f1","CanESM5",2007,89.339612
"historical","r21i1p1f1","CanESM5",2008,84.646094
"historical","r21i1p1f1","CanESM5",2009,79.69703
"historical","r21i1p1f1","CanESM5",2010,84.1312400000001
"historical","r21i1p1f1","CanESM5",2011,92.422652
"historical","r21i1p1f1","CanESM5",2012,91.09391
"historical","r21i1p1f1","CanESM5",2013,89.808944
"historical","r21i1p1f1","CanESM5",2014,89.0422160000001
"historical","r22i1p1f1","CanESM5",1850,85.829864
"historical","r22i1p1f1","CanESM5",1851,80.42063
"historical","r22i1p1f1","CanESM5",1852,81.2921900000001
"historical","r22i1p1f1","CanESM5",1853,84.3584720000001
"historical","r22i1p1f1","CanESM5",1854,82.9328000000001
"historical","r22i1p1f1","CanESM5",1855,87.1545920000001
"historical","r22i1p1f1","CanESM5",1856,85.6523840000001
"historical","r22i1p1f1","CanESM5",1857,72.685886
"historical","r22i1p1f1","CanESM5",1858,85.304228
"historical","r22i1p1f1","CanESM5",1859,83.96906
"historical","r22i1p1f1","CanESM5",1860,84.0284600000001
"historical","r22i1p1f1","CanESM5",1861,82.2242120000001
"historical","r22i1p1f1","CanESM5",1862,76.588664
"historical","r22i1p1f1","CanESM5",1863,81.479768
"historical","r22i1p1f1","CanESM5",1864,82.1453000000001
"historical","r22i1p1f1","CanESM5",1865,70.82834
"historical","r22i1p1f1","CanESM5",1866,92.323616
"historical","r22i1p1f1","CanESM5",1867,84.483986
"historical","r22i1p1f1","CanESM5",1868,82.243814
"historical","r22i1p1f1","CanESM5",1869,84.235694
"historical","r22i1p1f1","CanESM5",1870,79.475594
"historical","r22i1p1f1","CanESM5",1871,78.641294
"historical","r22i1p1f1","CanESM5",1872,84.405866
"historical","r22i1p1f1","CanESM5",1873,82.5530000000001
"historical","r22i1p1f1","CanESM5",1874,88.18268
"historical","r22i1p1f1","CanESM5",1875,77.20448
"historical","r22i1p1f1","CanESM5",1876,78.2561120000001
"historical","r22i1p1f1","CanESM5",1877,81.712184
"historical","r22i1p1f1","CanESM5",1878,79.2753800000001
"historical","r22i1p1f1","CanESM5",1879,84.1575740000001
"historical","r22i1p1f1","CanESM5",1880,87.86921
"historical","r22i1p1f1","CanESM5",1881,79.88954
"historical","r22i1p1f1","CanESM5",1882,88.30832
"historical","r22i1p1f1","CanESM5",1883,83.3972720000001
"historical","r22i1p1f1","CanESM5",1884,78.532304
"historical","r22i1p1f1","CanESM5",1885,86.462186
"historical","r22i1p1f1","CanESM5",1886,83.6492
"historical","r22i1p1f1","CanESM5",1887,86.9551340000001
"historical","r22i1p1f1","CanESM5",1888,74.356286
"historical","r22i1p1f1","CanESM5",1889,80.686346
"historical","r22i1p1f1","CanESM5",1890,86.097164
"historical","r22i1p1f1","CanESM5",1891,85.181612
"historical","r22i1p1f1","CanESM5",1892,81.8375900000001
"historical","r22i1p1f1","CanESM5",1893,78.75338
"historical","r22i1p1f1","CanESM5",1894,88.625948
"historical","r22i1p1f1","CanESM5",1895,85.699292
"historical","r22i1p1f1","CanESM5",1896,80.70224
"historical","r22i1p1f1","CanESM5",1897,86.757548
"historical","r22i1p1f1","CanESM5",1898,79.730096
"historical","r22i1p1f1","CanESM5",1899,86.4239
"historical","r22i1p1f1","CanESM5",1900,81.33368
"historical","r22i1p1f1","CanESM5",1901,86.4171860000001
"historical","r22i1p1f1","CanESM5",1902,79.74356
"historical","r22i1p1f1","CanESM5",1903,81.729986
"historical","r22i1p1f1","CanESM5",1904,72.7984400000001
"historical","r22i1p1f1","CanESM5",1905,85.35911
"historical","r22i1p1f1","CanESM5",1906,83.042528
"historical","r22i1p1f1","CanESM5",1907,83.2770320000001
"historical","r22i1p1f1","CanESM5",1908,76.425134
"historical","r22i1p1f1","CanESM5",1909,80.35214
"historical","r22i1p1f1","CanESM5",1910,76.111088
"historical","r22i1p1f1","CanESM5",1911,84.6273560000001
"historical","r22i1p1f1","CanESM5",1912,82.25726
"historical","r22i1p1f1","CanESM5",1913,78.6799400000001
"historical","r22i1p1f1","CanESM5",1914,81.405392
"historical","r22i1p1f1","CanESM5",1915,90.1930280000001
"historical","r22i1p1f1","CanESM5",1916,86.179064
"historical","r22i1p1f1","CanESM5",1917,82.02974
"historical","r22i1p1f1","CanESM5",1918,87.452276
"historical","r22i1p1f1","CanESM5",1919,83.673464
"historical","r22i1p1f1","CanESM5",1920,84.65477
"historical","r22i1p1f1","CanESM5",1921,90.7323440000001
"historical","r22i1p1f1","CanESM5",1922,86.21906
"historical","r22i1p1f1","CanESM5",1923,79.202912
"historical","r22i1p1f1","CanESM5",1924,71.08106
"historical","r22i1p1f1","CanESM5",1925,84.184232
"historical","r22i1p1f1","CanESM5",1926,83.85998
"historical","r22i1p1f1","CanESM5",1927,80.376692
"historical","r22i1p1f1","CanESM5",1928,85.688636
"historical","r22i1p1f1","CanESM5",1929,78.025172
"historical","r22i1p1f1","CanESM5",1930,84.00632
"historical","r22i1p1f1","CanESM5",1931,84.5906000000001
"historical","r22i1p1f1","CanESM5",1932,83.4745100000001
"historical","r22i1p1f1","CanESM5",1933,74.30927
"historical","r22i1p1f1","CanESM5",1934,90.74318
"historical","r22i1p1f1","CanESM5",1935,84.9142040000001
"historical","r22i1p1f1","CanESM5",1936,83.6537
"historical","r22i1p1f1","CanESM5",1937,82.6133000000001
"historical","r22i1p1f1","CanESM5",1938,85.492688
"historical","r22i1p1f1","CanESM5",1939,83.1634340000001
"historical","r22i1p1f1","CanESM5",1940,86.475308
"historical","r22i1p1f1","CanESM5",1941,78.4763240000001
"historical","r22i1p1f1","CanESM5",1942,85.13672
"historical","r22i1p1f1","CanESM5",1943,85.8126200000001
"historical","r22i1p1f1","CanESM5",1944,77.6192000000001
"historical","r22i1p1f1","CanESM5",1945,78.300716
"historical","r22i1p1f1","CanESM5",1946,82.1143400000001
"historical","r22i1p1f1","CanESM5",1947,87.715292
"historical","r22i1p1f1","CanESM5",1948,85.9563680000001
"historical","r22i1p1f1","CanESM5",1949,80.85578
"historical","r22i1p1f1","CanESM5",1950,81.0420260000001
"historical","r22i1p1f1","CanESM5",1951,81.615614
"historical","r22i1p1f1","CanESM5",1952,75.3213920000001
"historical","r22i1p1f1","CanESM5",1953,84.543044
"historical","r22i1p1f1","CanESM5",1954,85.221608
"historical","r22i1p1f1","CanESM5",1955,89.979188
"historical","r22i1p1f1","CanESM5",1956,85.61876
"historical","r22i1p1f1","CanESM5",1957,84.417566
"historical","r22i1p1f1","CanESM5",1958,91.79906
"historical","r22i1p1f1","CanESM5",1959,85.321256
"historical","r22i1p1f1","CanESM5",1960,77.594234
"historical","r22i1p1f1","CanESM5",1961,93.0277400000001
"historical","r22i1p1f1","CanESM5",1962,80.0035880000001
"historical","r22i1p1f1","CanESM5",1963,84.5918600000001
"historical","r22i1p1f1","CanESM5",1964,75.31862
"historical","r22i1p1f1","CanESM5",1965,80.164328
"historical","r22i1p1f1","CanESM5",1966,82.150826
"historical","r22i1p1f1","CanESM5",1967,72.6878480000001
"historical","r22i1p1f1","CanESM5",1968,81.474386
"historical","r22i1p1f1","CanESM5",1969,83.870834
"historical","r22i1p1f1","CanESM5",1970,83.4296
"historical","r22i1p1f1","CanESM5",1971,81.04712
"historical","r22i1p1f1","CanESM5",1972,81.098006
"historical","r22i1p1f1","CanESM5",1973,78.605312
"historical","r22i1p1f1","CanESM5",1974,80.146472
"historical","r22i1p1f1","CanESM5",1975,85.045064
"historical","r22i1p1f1","CanESM5",1976,82.19075
"historical","r22i1p1f1","CanESM5",1977,84.746066
"historical","r22i1p1f1","CanESM5",1978,86.1159200000001
"historical","r22i1p1f1","CanESM5",1979,87.036926
"historical","r22i1p1f1","CanESM5",1980,87.673874
"historical","r22i1p1f1","CanESM5",1981,78.643328
"historical","r22i1p1f1","CanESM5",1982,80.75561
"historical","r22i1p1f1","CanESM5",1983,74.8823720000001
"historical","r22i1p1f1","CanESM5",1984,85.441064
"historical","r22i1p1f1","CanESM5",1985,88.925324
"historical","r22i1p1f1","CanESM5",1986,83.9970140000001
"historical","r22i1p1f1","CanESM5",1987,77.43758
"historical","r22i1p1f1","CanESM5",1988,87.233648
"historical","r22i1p1f1","CanESM5",1989,90.2257700000001
"historical","r22i1p1f1","CanESM5",1990,86.6559200000001
"historical","r22i1p1f1","CanESM5",1991,83.59988
"historical","r22i1p1f1","CanESM5",1992,85.884584
"historical","r22i1p1f1","CanESM5",1993,87.9252800000001
"historical","r22i1p1f1","CanESM5",1994,81.8897900000001
"historical","r22i1p1f1","CanESM5",1995,80.393234
"historical","r22i1p1f1","CanESM5",1996,89.14874
"historical","r22i1p1f1","CanESM5",1997,89.0202920000001
"historical","r22i1p1f1","CanESM5",1998,85.4628800000001
"historical","r22i1p1f1","CanESM5",1999,82.97168
"historical","r22i1p1f1","CanESM5",2000,86.439326
"historical","r22i1p1f1","CanESM5",2001,75.8139800000001
"historical","r22i1p1f1","CanESM5",2002,75.8594480000001
"historical","r22i1p1f1","CanESM5",2003,82.546772
"historical","r22i1p1f1","CanESM5",2004,85.3958480000001
"historical","r22i1p1f1","CanESM5",2005,89.780486
"historical","r22i1p1f1","CanESM5",2006,85.139816
"historical","r22i1p1f1","CanESM5",2007,88.736072
"historical","r22i1p1f1","CanESM5",2008,84.8987240000001
"historical","r22i1p1f1","CanESM5",2009,84.827426
"historical","r22i1p1f1","CanESM5",2010,87.4301
"historical","r22i1p1f1","CanESM5",2011,82.6519640000001
"historical","r22i1p1f1","CanESM5",2012,90.90194
"historical","r22i1p1f1","CanESM5",2013,83.890004
"historical","r22i1p1f1","CanESM5",2014,88.18754
"historical","r23i1p1f1","CanESM5",1850,84.294248
"historical","r23i1p1f1","CanESM5",1851,77.075294
"historical","r23i1p1f1","CanESM5",1852,83.6431520000001
"historical","r23i1p1f1","CanESM5",1853,80.02139
"historical","r23i1p1f1","CanESM5",1854,82.94522
"historical","r23i1p1f1","CanESM5",1855,81.362444
"historical","r23i1p1f1","CanESM5",1856,85.7468120000001
"historical","r23i1p1f1","CanESM5",1857,84.555608
"historical","r23i1p1f1","CanESM5",1858,87.80648
"historical","r23i1p1f1","CanESM5",1859,85.110692
"historical","r23i1p1f1","CanESM5",1860,83.1565040000001
"historical","r23i1p1f1","CanESM5",1861,82.798412
"historical","r23i1p1f1","CanESM5",1862,74.3501480000001
"historical","r23i1p1f1","CanESM5",1863,85.5443840000001
"historical","r23i1p1f1","CanESM5",1864,82.5246320000001
"historical","r23i1p1f1","CanESM5",1865,84.150554
"historical","r23i1p1f1","CanESM5",1866,81.39884
"historical","r23i1p1f1","CanESM5",1867,84.3427400000001
"historical","r23i1p1f1","CanESM5",1868,85.86419
"historical","r23i1p1f1","CanESM5",1869,83.18372
"historical","r23i1p1f1","CanESM5",1870,82.297544
"historical","r23i1p1f1","CanESM5",1871,89.4906680000001
"historical","r23i1p1f1","CanESM5",1872,87.964394
"historical","r23i1p1f1","CanESM5",1873,81.6719
"historical","r23i1p1f1","CanESM5",1874,83.160572
"historical","r23i1p1f1","CanESM5",1875,74.1393680000001
"historical","r23i1p1f1","CanESM5",1876,87.8316260000001
"historical","r23i1p1f1","CanESM5",1877,85.0524800000001
"historical","r23i1p1f1","CanESM5",1878,83.6899520000001
"historical","r23i1p1f1","CanESM5",1879,84.9909560000001
"historical","r23i1p1f1","CanESM5",1880,76.5072500000001
"historical","r23i1p1f1","CanESM5",1881,80.640356
"historical","r23i1p1f1","CanESM5",1882,80.239964
"historical","r23i1p1f1","CanESM5",1883,84.46838
"historical","r23i1p1f1","CanESM5",1884,77.726624
"historical","r23i1p1f1","CanESM5",1885,87.2999960000001
"historical","r23i1p1f1","CanESM5",1886,76.9673120000001
"historical","r23i1p1f1","CanESM5",1887,82.830974
"historical","r23i1p1f1","CanESM5",1888,80.60153
"historical","r23i1p1f1","CanESM5",1889,80.3111000000001
"historical","r23i1p1f1","CanESM5",1890,77.818136
"historical","r23i1p1f1","CanESM5",1891,81.255056
"historical","r23i1p1f1","CanESM5",1892,86.2927700000001
"historical","r23i1p1f1","CanESM5",1893,82.2070760000001
"historical","r23i1p1f1","CanESM5",1894,84.765074
"historical","r23i1p1f1","CanESM5",1895,81.954446
"historical","r23i1p1f1","CanESM5",1896,83.8661
"historical","r23i1p1f1","CanESM5",1897,84.79634
"historical","r23i1p1f1","CanESM5",1898,82.9519340000001
"historical","r23i1p1f1","CanESM5",1899,80.109014
"historical","r23i1p1f1","CanESM5",1900,86.69534
"historical","r23i1p1f1","CanESM5",1901,86.6661440000001
"historical","r23i1p1f1","CanESM5",1902,84.46568
"historical","r23i1p1f1","CanESM5",1903,74.619464
"historical","r23i1p1f1","CanESM5",1904,77.2032920000001
"historical","r23i1p1f1","CanESM5",1905,82.6195460000001
"historical","r23i1p1f1","CanESM5",1906,84.84566
"historical","r23i1p1f1","CanESM5",1907,73.41854
"historical","r23i1p1f1","CanESM5",1908,74.5817000000001
"historical","r23i1p1f1","CanESM5",1909,79.135574
"historical","r23i1p1f1","CanESM5",1910,89.026394
"historical","r23i1p1f1","CanESM5",1911,78.808172
"historical","r23i1p1f1","CanESM5",1912,86.8825400000001
"historical","r23i1p1f1","CanESM5",1913,79.864448
"historical","r23i1p1f1","CanESM5",1914,80.31002
"historical","r23i1p1f1","CanESM5",1915,85.3607480000001
"historical","r23i1p1f1","CanESM5",1916,81.74084
"historical","r23i1p1f1","CanESM5",1917,78.92096
"historical","r23i1p1f1","CanESM5",1918,83.81444
"historical","r23i1p1f1","CanESM5",1919,66.17345
"historical","r23i1p1f1","CanESM5",1920,76.128548
"historical","r23i1p1f1","CanESM5",1921,84.226856
"historical","r23i1p1f1","CanESM5",1922,82.1781680000001
"historical","r23i1p1f1","CanESM5",1923,80.125646
"historical","r23i1p1f1","CanESM5",1924,83.0053400000001
"historical","r23i1p1f1","CanESM5",1925,83.739326
"historical","r23i1p1f1","CanESM5",1926,81.26339
"historical","r23i1p1f1","CanESM5",1927,80.648384
"historical","r23i1p1f1","CanESM5",1928,82.21082
"historical","r23i1p1f1","CanESM5",1929,81.4148600000001
"historical","r23i1p1f1","CanESM5",1930,82.1807600000001
"historical","r23i1p1f1","CanESM5",1931,84.4655000000001
"historical","r23i1p1f1","CanESM5",1932,73.994072
"historical","r23i1p1f1","CanESM5",1933,74.44508
"historical","r23i1p1f1","CanESM5",1934,82.1642720000001
"historical","r23i1p1f1","CanESM5",1935,78.37025
"historical","r23i1p1f1","CanESM5",1936,81.6005120000001
"historical","r23i1p1f1","CanESM5",1937,86.001584
"historical","r23i1p1f1","CanESM5",1938,84.056774
"historical","r23i1p1f1","CanESM5",1939,86.983592
"historical","r23i1p1f1","CanESM5",1940,84.67268
"historical","r23i1p1f1","CanESM5",1941,82.1868080000001
"historical","r23i1p1f1","CanESM5",1942,90.0264200000001
"historical","r23i1p1f1","CanESM5",1943,84.8903
"historical","r23i1p1f1","CanESM5",1944,81.99716
"historical","r23i1p1f1","CanESM5",1945,87.59156
"historical","r23i1p1f1","CanESM5",1946,84.0679340000001
"historical","r23i1p1f1","CanESM5",1947,82.132034
"historical","r23i1p1f1","CanESM5",1948,81.55328
"historical","r23i1p1f1","CanESM5",1949,84.2066600000001
"historical","r23i1p1f1","CanESM5",1950,82.342148
"historical","r23i1p1f1","CanESM5",1951,83.2421480000001
"historical","r23i1p1f1","CanESM5",1952,83.96348
"historical","r23i1p1f1","CanESM5",1953,81.556232
"historical","r23i1p1f1","CanESM5",1954,79.33514
"historical","r23i1p1f1","CanESM5",1955,86.723384
"historical","r23i1p1f1","CanESM5",1956,91.9607
"historical","r23i1p1f1","CanESM5",1957,84.9359660000001
"historical","r23i1p1f1","CanESM5",1958,88.656152
"historical","r23i1p1f1","CanESM5",1959,85.5644000000001
"historical","r23i1p1f1","CanESM5",1960,86.6393960000001
"historical","r23i1p1f1","CanESM5",1961,83.2496000000001
"historical","r23i1p1f1","CanESM5",1962,84.5406680000001
"historical","r23i1p1f1","CanESM5",1963,86.392526
"historical","r23i1p1f1","CanESM5",1964,79.7097740000001
"historical","r23i1p1f1","CanESM5",1965,83.039774
"historical","r23i1p1f1","CanESM5",1966,80.887892
"historical","r23i1p1f1","CanESM5",1967,85.1685800000001
"historical","r23i1p1f1","CanESM5",1968,72.7913480000001
"historical","r23i1p1f1","CanESM5",1969,78.1571840000001
"historical","r23i1p1f1","CanESM5",1970,79.56824
"historical","r23i1p1f1","CanESM5",1971,83.2005140000001
"historical","r23i1p1f1","CanESM5",1972,88.07909
"historical","r23i1p1f1","CanESM5",1973,80.9613860000001
"historical","r23i1p1f1","CanESM5",1974,83.150744
"historical","r23i1p1f1","CanESM5",1975,82.807808
"historical","r23i1p1f1","CanESM5",1976,83.2861940000001
"historical","r23i1p1f1","CanESM5",1977,82.2074
"historical","r23i1p1f1","CanESM5",1978,83.695604
"historical","r23i1p1f1","CanESM5",1979,83.45363
"historical","r23i1p1f1","CanESM5",1980,84.65279
"historical","r23i1p1f1","CanESM5",1981,84.1280360000001
"historical","r23i1p1f1","CanESM5",1982,84.106328
"historical","r23i1p1f1","CanESM5",1983,82.39388
"historical","r23i1p1f1","CanESM5",1984,86.1441260000001
"historical","r23i1p1f1","CanESM5",1985,88.177532
"historical","r23i1p1f1","CanESM5",1986,83.78168
"historical","r23i1p1f1","CanESM5",1987,79.75094
"historical","r23i1p1f1","CanESM5",1988,82.6349360000001
"historical","r23i1p1f1","CanESM5",1989,80.6249300000001
"historical","r23i1p1f1","CanESM5",1990,90.4116200000001
"historical","r23i1p1f1","CanESM5",1991,85.432388
"historical","r23i1p1f1","CanESM5",1992,81.401666
"historical","r23i1p1f1","CanESM5",1993,78.0224000000001
"historical","r23i1p1f1","CanESM5",1994,86.193896
"historical","r23i1p1f1","CanESM5",1995,84.286886
"historical","r23i1p1f1","CanESM5",1996,90.525812
"historical","r23i1p1f1","CanESM5",1997,84.743474
"historical","r23i1p1f1","CanESM5",1998,80.8942640000001
"historical","r23i1p1f1","CanESM5",1999,83.037416
"historical","r23i1p1f1","CanESM5",2000,85.059014
"historical","r23i1p1f1","CanESM5",2001,86.262728
"historical","r23i1p1f1","CanESM5",2002,75.74963
"historical","r23i1p1f1","CanESM5",2003,91.465574
"historical","r23i1p1f1","CanESM5",2004,82.4954
"historical","r23i1p1f1","CanESM5",2005,84.68852
"historical","r23i1p1f1","CanESM5",2006,77.8170920000001
"historical","r23i1p1f1","CanESM5",2007,85.53191
"historical","r23i1p1f1","CanESM5",2008,80.6935460000001
"historical","r23i1p1f1","CanESM5",2009,86.371214
"historical","r23i1p1f1","CanESM5",2010,86.96264
"historical","r23i1p1f1","CanESM5",2011,85.8164
"historical","r23i1p1f1","CanESM5",2012,85.440848
"historical","r23i1p1f1","CanESM5",2013,81.089312
"historical","r23i1p1f1","CanESM5",2014,76.01018
"historical","r24i1p1f1","CanESM5",1850,82.535666
"historical","r24i1p1f1","CanESM5",1851,85.037252
"historical","r24i1p1f1","CanESM5",1852,80.68595
"historical","r24i1p1f1","CanESM5",1853,90.207752
"historical","r24i1p1f1","CanESM5",1854,82.805054
"historical","r24i1p1f1","CanESM5",1855,87.32534
"historical","r24i1p1f1","CanESM5",1856,76.152668
"historical","r24i1p1f1","CanESM5",1857,80.7439640000001
"historical","r24i1p1f1","CanESM5",1858,73.565546
"historical","r24i1p1f1","CanESM5",1859,75.01442
"historical","r24i1p1f1","CanESM5",1860,85.69868
"historical","r24i1p1f1","CanESM5",1861,84.67565
"historical","r24i1p1f1","CanESM5",1862,78.6654680000001
"historical","r24i1p1f1","CanESM5",1863,82.908716
"historical","r24i1p1f1","CanESM5",1864,80.7794600000001
"historical","r24i1p1f1","CanESM5",1865,78.665414
"historical","r24i1p1f1","CanESM5",1866,87.576206
"historical","r24i1p1f1","CanESM5",1867,90.172328
"historical","r24i1p1f1","CanESM5",1868,83.1429320000001
"historical","r24i1p1f1","CanESM5",1869,84.2495
"historical","r24i1p1f1","CanESM5",1870,87.417014
"historical","r24i1p1f1","CanESM5",1871,80.43188
"historical","r24i1p1f1","CanESM5",1872,84.4252160000001
"historical","r24i1p1f1","CanESM5",1873,87.021716
"historical","r24i1p1f1","CanESM5",1874,81.1480460000001
"historical","r24i1p1f1","CanESM5",1875,82.6196
"historical","r24i1p1f1","CanESM5",1876,84.07634
"historical","r24i1p1f1","CanESM5",1877,72.305312
"historical","r24i1p1f1","CanESM5",1878,82.516226
"historical","r24i1p1f1","CanESM5",1879,91.3548200000001
"historical","r24i1p1f1","CanESM5",1880,81.5073440000001
"historical","r24i1p1f1","CanESM5",1881,83.593166
"historical","r24i1p1f1","CanESM5",1882,75.3900440000001
"historical","r24i1p1f1","CanESM5",1883,84.8507720000001
"historical","r24i1p1f1","CanESM5",1884,85.41167
"historical","r24i1p1f1","CanESM5",1885,80.301326
"historical","r24i1p1f1","CanESM5",1886,74.31674
"historical","r24i1p1f1","CanESM5",1887,80.2958
"historical","r24i1p1f1","CanESM5",1888,82.123844
"historical","r24i1p1f1","CanESM5",1889,78.910394
"historical","r24i1p1f1","CanESM5",1890,82.8803660000001
"historical","r24i1p1f1","CanESM5",1891,84.66818
"historical","r24i1p1f1","CanESM5",1892,81.425012
"historical","r24i1p1f1","CanESM5",1893,84.726734
"historical","r24i1p1f1","CanESM5",1894,87.0213920000001
"historical","r24i1p1f1","CanESM5",1895,77.418176
"historical","r24i1p1f1","CanESM5",1896,79.445156
"historical","r24i1p1f1","CanESM5",1897,84.616754
"historical","r24i1p1f1","CanESM5",1898,74.948234
"historical","r24i1p1f1","CanESM5",1899,78.382076
"historical","r24i1p1f1","CanESM5",1900,82.0769000000001
"historical","r24i1p1f1","CanESM5",1901,82.7114
"historical","r24i1p1f1","CanESM5",1902,83.07662
"historical","r24i1p1f1","CanESM5",1903,85.1982080000001
"historical","r24i1p1f1","CanESM5",1904,76.495172
"historical","r24i1p1f1","CanESM5",1905,84.81794
"historical","r24i1p1f1","CanESM5",1906,86.1593
"historical","r24i1p1f1","CanESM5",1907,81.9944240000001
"historical","r24i1p1f1","CanESM5",1908,76.108064
"historical","r24i1p1f1","CanESM5",1909,83.171444
"historical","r24i1p1f1","CanESM5",1910,79.07261
"historical","r24i1p1f1","CanESM5",1911,81.8287520000001
"historical","r24i1p1f1","CanESM5",1912,73.571648
"historical","r24i1p1f1","CanESM5",1913,81.3327260000001
"historical","r24i1p1f1","CanESM5",1914,81.6752120000001
"historical","r24i1p1f1","CanESM5",1915,83.114816
"historical","r24i1p1f1","CanESM5",1916,82.658552
"historical","r24i1p1f1","CanESM5",1917,88.177046
"historical","r24i1p1f1","CanESM5",1918,80.7868400000001
"historical","r24i1p1f1","CanESM5",1919,81.482414
"historical","r24i1p1f1","CanESM5",1920,78.644372
"historical","r24i1p1f1","CanESM5",1921,79.2395600000001
"historical","r24i1p1f1","CanESM5",1922,81.4084160000001
"historical","r24i1p1f1","CanESM5",1923,85.3666340000001
"historical","r24i1p1f1","CanESM5",1924,85.0671860000001
"historical","r24i1p1f1","CanESM5",1925,81.218624
"historical","r24i1p1f1","CanESM5",1926,79.2521600000001
"historical","r24i1p1f1","CanESM5",1927,78.43064
"historical","r24i1p1f1","CanESM5",1928,85.7723000000001
"historical","r24i1p1f1","CanESM5",1929,83.6032640000001
"historical","r24i1p1f1","CanESM5",1930,79.91834
"historical","r24i1p1f1","CanESM5",1931,87.52406
"historical","r24i1p1f1","CanESM5",1932,83.189354
"historical","r24i1p1f1","CanESM5",1933,79.769696
"historical","r24i1p1f1","CanESM5",1934,73.515452
"historical","r24i1p1f1","CanESM5",1935,81.41594
"historical","r24i1p1f1","CanESM5",1936,89.6795240000001
"historical","r24i1p1f1","CanESM5",1937,80.519072
"historical","r24i1p1f1","CanESM5",1938,84.2000900000001
"historical","r24i1p1f1","CanESM5",1939,90.9194
"historical","r24i1p1f1","CanESM5",1940,83.49566
"historical","r24i1p1f1","CanESM5",1941,86.66744
"historical","r24i1p1f1","CanESM5",1942,78.218366
"historical","r24i1p1f1","CanESM5",1943,80.772908
"historical","r24i1p1f1","CanESM5",1944,83.08742
"historical","r24i1p1f1","CanESM5",1945,86.0864
"historical","r24i1p1f1","CanESM5",1946,84.039872
"historical","r24i1p1f1","CanESM5",1947,88.98494
"historical","r24i1p1f1","CanESM5",1948,82.7822120000001
"historical","r24i1p1f1","CanESM5",1949,78.53
"historical","r24i1p1f1","CanESM5",1950,77.9172800000001
"historical","r24i1p1f1","CanESM5",1951,83.053076
"historical","r24i1p1f1","CanESM5",1952,87.8910800000001
"historical","r24i1p1f1","CanESM5",1953,72.43718
"historical","r24i1p1f1","CanESM5",1954,83.07986
"historical","r24i1p1f1","CanESM5",1955,85.67627
"historical","r24i1p1f1","CanESM5",1956,83.94917
"historical","r24i1p1f1","CanESM5",1957,81.975524
"historical","r24i1p1f1","CanESM5",1958,78.0480860000001
"historical","r24i1p1f1","CanESM5",1959,89.7368720000001
"historical","r24i1p1f1","CanESM5",1960,85.05986
"historical","r24i1p1f1","CanESM5",1961,83.7896000000001
"historical","r24i1p1f1","CanESM5",1962,84.44399
"historical","r24i1p1f1","CanESM5",1963,81.861008
"historical","r24i1p1f1","CanESM5",1964,77.4337280000001
"historical","r24i1p1f1","CanESM5",1965,84.128954
"historical","r24i1p1f1","CanESM5",1966,86.185994
"historical","r24i1p1f1","CanESM5",1967,82.75946
"historical","r24i1p1f1","CanESM5",1968,79.1159540000001
"historical","r24i1p1f1","CanESM5",1969,84.47558
"historical","r24i1p1f1","CanESM5",1970,85.921664
"historical","r24i1p1f1","CanESM5",1971,86.9714600000001
"historical","r24i1p1f1","CanESM5",1972,80.4178940000001
"historical","r24i1p1f1","CanESM5",1973,80.668166
"historical","r24i1p1f1","CanESM5",1974,91.61879
"historical","r24i1p1f1","CanESM5",1975,79.813256
"historical","r24i1p1f1","CanESM5",1976,86.8046
"historical","r24i1p1f1","CanESM5",1977,75.136046
"historical","r24i1p1f1","CanESM5",1978,88.783484
"historical","r24i1p1f1","CanESM5",1979,82.451246
